user_id,book_id,rating
33,307,4
33,123,4
33,4318,4
33,2193,4
33,43,5
33,115,4
33,133,4
33,23,4
33,6,4
33,9,5
33,6418,4
33,577,4
33,432,3
33,8,3
33,4683,3
33,1218,4
30,28,5
30,22,5
30,3,5
30,25,4
33,607,4
33,86,5
33,159,4
33,374,5
33,417,5
33,51,5
33,33,5
33,1384,3
33,575,4
33,180,4
33,15,3
33,34,4
33,76,3
33,137,4
33,3998,3
33,4096,3
33,1132,3
26,5245,4
35,499,5
35,372,3
35,1519,5
35,9589,4
35,163,4
35,2675,3
35,2621,3
35,90,4
35,8996,3
35,425,3
35,406,4
35,2178,4
35,612,4
35,2210,5
35,1323,4
35,1313,3
35,11,4
35,392,5
35,443,5
35,409,2
35,959,5
35,5327,4
35,5102,4
35,297,5
35,741,4
35,1658,5
35,122,4
35,71,4
35,233,4
35,9309,5
35,5831,4
35,548,4
35,3204,3
35,401,4
35,3942,3
35,1011,5
41,691,4
41,180,5
41,1185,4
41,6,3
41,3124,3
41,1313,3
41,437,4
41,33,3
41,11,5
41,5,5
41,14,4
41,496,4
41,484,5
41,102,4
41,345,4
41,660,3
41,64,3
41,588,4
41,250,4
23,409,4
23,688,3
23,599,5
23,3279,3
23,3299,3
23,1019,5
23,2670,3
23,1247,4
23,2300,2
23,2383,3
23,6579,2
23,7317,3
23,8513,2
23,8215,4
23,2427,5
23,1381,5
23,634,5
32,744,4
32,1154,3
32,2035,3
32,2924,3
32,3037,3
32,4980,3
32,4032,3
32,3884,3
32,40,4
32,166,3
32,136,3
32,111,3
32,599,5
32,1019,4
32,3279,4
32,3299,4
32,1247,4
32,2670,4
32,2383,3
32,2300,3
32,3,3
32,25,3
32,22,3
32,28,3
32,24,3
32,19,3
32,1300,4
32,4317,3
32,3429,4
32,4456,5
32,71,5
32,361,4
32,497,4
32,2407,4
32,2048,4
32,2966,4
32,807,4
32,1054,4
32,613,4
32,937,3
32,1262,3
32,726,3
32,233,4
32,169,3
32,916,4
32,7523,4
32,290,4
32,2874,4
32,14,4
32,15,3
32,29,4
32,500,3
32,2052,3
32,1869,4
32,351,4
32,2016,3
32,33,3
32,288,1
32,995,4
32,1657,4
32,5659,4
32,7668,2
35,938,4
44,9,4
44,102,4
44,710,5
44,427,5
32,76,3
23,46,5
32,34,3
32,2616,3
32,273,4
32,272,4
32,2602,2
32,5101,3
32,5564,3
32,137,2
32,102,4
32,56,4
32,373,4
33,2016,3
25,9,4
25,3,3
25,24,3
25,25,4
25,22,3
50,868,3
50,1844,5
19,3238,4
47,269,4
19,914,5
47,484,5
51,218,4
51,27,2
54,271,2
54,15,2
54,36,1
54,81,5
54,131,4
54,654,2
25,28,4
25,19,3
25,3311,4
25,120,4
25,884,3
56,213,5
56,3142,3
56,1545,5
56,7463,5
25,229,2
56,2052,1
25,12,4
59,27,1
59,59,4
59,19,5
59,15,3
59,3,3
59,654,5
59,6,4
59,14,4
59,25,4
59,22,5
59,28,4
59,11,4
59,12,4
59,66,4
56,265,5
56,398,2
56,654,5
25,1807,5
47,1742,5
56,521,4
47,673,5
47,1411,5
47,2236,5
47,7992,5
47,3230,5
47,5859,5
47,9470,5
47,8216,5
47,7209,5
47,7620,5
47,5042,5
47,6685,5
47,672,5
47,5666,5
47,6513,5
47,5506,5
47,4241,5
47,9117,5
47,9495,5
47,7749,5
47,5116,5
47,7682,5
47,5862,5
47,8869,5
47,6079,5
56,44,5
47,6502,5
47,6212,5
47,7608,5
47,7007,5
47,8157,5
47,6088,5
47,3753,5
47,6213,5
47,201,5
47,1059,5
47,4729,5
62,12,5
62,34,3
62,27,3
62,3,4
62,25,4
62,22,4
62,28,4
62,19,4
62,58,4
62,274,3
56,218,3
35,571,3
35,61,2
35,169,4
35,173,4
35,547,2
54,1665,5
54,214,3
54,316,1
54,4863,4
54,67,5
63,573,5
63,172,3
63,1042,4
63,702,4
59,8337,4
59,2717,4
59,7640,5
59,942,3
59,4641,4
59,178,5
59,81,5
59,4069,4
59,271,3
59,8947,5
59,67,5
59,149,4
59,5552,4
59,190,4
54,6196,1
54,2028,3
54,787,3
54,4603,1
54,8337,1
54,490,2
54,126,5
66,162,5
66,181,4
66,130,5
66,156,4
66,214,4
66,9,5
66,6,5
66,27,1
66,3,4
66,25,5
66,22,5
66,28,5
66,15,4
66,19,5
66,56,5
66,59,5
66,33,4
66,2042,1
66,954,4
66,177,5
66,937,4
66,1054,3
66,613,4
66,233,5
66,306,2
66,807,5
66,557,4
67,11,3
67,77,2
67,3,2
67,36,4
67,630,2
67,2903,2
55,82,5
55,200,5
57,2680,4
33,60,4
33,858,5
33,103,5
33,161,2
33,531,5
33,126,4
33,322,4
33,139,3
33,388,3
54,27,3
33,532,3
33,734,4
70,9,5
70,90,4
70,36,3
70,27,3
70,5,5
70,33,5
70,6,5
71,324,5
71,27,4
71,81,5
71,7023,3
71,5793,4
71,710,5
71,1207,4
71,630,4
71,1664,2
71,1836,4
71,1507,4
71,9474,3
71,3929,5
71,2028,3
64,122,3
64,131,4
71,598,5
71,8705,4
71,654,5
64,11,2
64,33,3
64,316,3
71,155,4
71,30,5
71,126,5
71,354,4
71,771,3
71,531,4
71,840,4
71,249,4
71,774,3
71,8337,3
71,271,4
71,490,3
71,607,2
73,5,5
73,56,3
73,9,2
73,551,5
71,7811,4
73,1715,5
73,119,5
73,849,4
73,868,2
73,11,5
73,2137,4
73,231,4
73,172,5
73,472,4
71,36,3
71,402,3
71,1581,4
71,428,4
71,96,3
71,936,2
74,5025,4
74,8693,5
74,6809,5
74,3934,3
74,759,5
74,269,4
74,821,5
74,381,5
74,852,4
74,612,3
74,271,5
74,3762,4
74,7716,5
74,81,5
74,116,4
74,710,5
74,9,5
74,132,3
74,731,3
74,1162,4
74,33,4
74,1971,5
74,64,4
74,66,4
74,179,5
74,178,4
74,122,5
74,220,5
74,163,5
74,615,3
74,588,3
74,59,4
74,6129,5
74,428,5
74,181,3
74,6,4
74,27,3
74,5,3
74,25,4
74,22,4
74,28,4
74,19,4
74,11,5
74,29,5
74,24,4
74,288,3
74,131,4
74,406,3
74,830,3
74,1950,4
74,2404,5
71,173,5
71,11,3
71,479,3
74,172,5
74,1572,4
74,2098,4
74,571,5
74,1422,3
74,3477,4
74,9084,4
74,647,4
74,322,5
74,174,5
74,5211,5
74,2260,3
74,2799,5
74,398,4
74,6635,4
74,3809,5
74,4943,5
74,72,5
74,98,5
74,500,4
74,5239,5
74,67,5
74,619,4
74,5509,5
74,4708,4
74,3,4
60,6,3
60,4069,3
60,636,3
60,1207,3
60,787,3
60,95,3
60,8337,5
75,8883,5
60,81,5
60,27,4
60,15,3
60,2025,3
75,583,5
75,3010,5
60,942,3
60,663,4
60,379,4
75,126,2
75,719,3
60,36,1
60,654,3
75,2324,2
60,6922,4
75,3030,5
75,6325,3
75,6307,3
75,3570,3
75,2074,5
75,5424,3
75,5526,3
75,3641,3
75,6400,4
75,3761,3
75,2596,3
75,4354,4
75,1756,5
74,3458,5
74,2904,3
74,5284,4
74,355,5
74,469,4
74,7417,2
75,376,4
75,1651,4
75,936,4
60,630,3
60,1664,2
60,490,1
60,5731,4
74,1374,5
74,118,5
74,873,4
74,1114,5
74,622,4
74,1000,4
76,3255,2
76,6778,5
76,12,5
60,3380,4
76,373,4
76,477,3
76,116,4
76,742,4
76,744,3
76,123,4
76,1715,4
76,110,3
76,7380,3
76,23,4
76,151,4
76,9855,3
76,64,4
76,663,4
76,379,4
77,9,4
77,25,5
77,22,5
77,19,5
77,67,4
77,4069,5
77,61,4
77,76,5
77,600,5
77,55,5
77,122,5
77,88,3
77,46,4
77,23,3
77,109,4
77,956,2
77,1064,2
77,1437,2
77,40,3
77,427,4
77,28,5
77,3,5
77,220,5
77,499,5
77,312,5
77,27,4
77,10,3
76,8520,4
77,926,4
77,4607,4
77,670,5
77,6605,5
76,4843,1
77,271,4
77,829,5
77,2452,4
77,4068,4
26,8456,4
26,8556,4
71,1168,5
71,15,5
71,973,2
71,5526,3
71,95,5
60,185,3
73,65,3
73,1160,5
73,2680,4
60,1132,3
77,316,2
77,131,3
77,110,4
77,81,5
77,43,3
77,172,3
77,77,3
77,11,5
60,8947,5
60,149,4
71,636,3
71,773,3
81,66,3
81,9,2
81,6,2
81,27,1
81,8947,3
81,8883,3
77,161,4
77,273,4
77,654,5
77,7652,4
26,2903,1
26,1664,1
26,396,4
26,3904,5
39,1032,4
39,787,3
39,86,3
39,8456,4
39,8080,3
39,2545,3
60,6161,4
60,9755,4
39,25,4
39,3,4
39,19,4
39,28,4
39,935,3
60,61,2
39,6355,4
39,214,4
39,6161,3
39,8883,3
54,2303,1
84,9,4
84,6,4
84,27,4
84,5,5
84,3,4
84,25,4
84,14,4
84,22,4
84,15,4
84,28,4
84,56,5
84,94,5
84,2358,5
84,551,5
71,707,2
84,1235,4
84,1971,5
77,93,3
41,123,2
86,25,4
86,102,4
86,27,4
86,34,4
86,496,4
86,46,4
86,151,4
86,517,4
86,9,5
86,6,4
86,3,4
86,5,5
86,14,5
86,22,3
86,15,5
86,28,3
86,59,4
86,56,1
86,66,2
86,81,5
86,484,4
62,3639,4
39,484,3
39,234,3
39,95,4
77,959,3
77,414,2
77,173,5
77,591,3
26,663,5
56,2014,4
86,24,4
86,19,4
86,373,4
86,1097,4
86,10,4
86,4010,4
41,796,3
86,355,1
55,12,5
55,218,4
55,88,5
55,27,4
55,379,5
55,311,2
55,384,2
79,285,4
79,56,2
79,15,2
79,8806,3
79,181,1
79,4635,4
79,3509,5
79,4673,4
79,8337,2
79,4641,4
79,96,5
79,3786,5
46,663,5
86,1270,3
74,119,4
74,44,3
79,3914,3
79,593,5
79,24,1
79,829,3
79,2343,4
77,7807,3
79,95,4
79,8,4
79,156,3
79,20,4
79,162,5
79,4337,5
79,5755,3
79,654,2
79,131,4
79,71,3
79,935,5
79,5089,3
90,1706,4
90,575,3
90,1273,5
90,381,5
39,9304,4
90,324,4
90,288,4
90,212,2
90,128,3
90,970,3
90,8085,3
39,1625,4
90,1684,4
39,5245,3
94,132,3
94,12,5
39,8337,5
39,1215,4
39,1136,4
39,960,4
39,4623,3
39,8879,4
94,970,4
94,288,5
94,256,5
64,787,3
64,279,3
64,8456,5
64,86,4
64,3509,4
64,1997,3
64,59,3
64,5328,3
64,4975,3
64,8947,3
64,178,3
64,8793,3
64,4476,5
64,161,3
64,84,4
64,591,3
64,362,3
90,1056,5
90,2699,5
90,7496,5
90,715,5
64,719,3
77,2024,3
81,119,3
5,82,5
5,469,4
5,1211,5
5,437,3
5,102,4
39,670,4
39,6821,4
95,1080,4
95,9237,2
95,654,3
95,4120,4
95,3697,2
95,985,3
95,630,2
95,1207,3
95,3822,1
95,3,2
95,24,3
95,25,2
95,22,1
95,67,3
95,6071,4
95,316,3
59,886,3
59,312,3
59,2903,3
59,1207,1
59,6922,4
59,2303,2
95,2083,5
95,86,4
95,51,3
95,787,4
41,9,4
66,3142,3
66,6284,3
90,23,3
90,39,3
66,288,5
90,4603,4
90,821,5
90,95,4
90,195,5
90,7267,5
90,2810,4
90,44,2
90,1134,4
90,3452,4
84,917,4
90,269,4
79,2098,4
79,486,5
79,960,5
79,1136,5
79,513,3
79,396,4
79,1114,4
79,965,4
79,480,5
79,4107,4
79,98,3
79,155,4
90,79,1
90,181,4
95,181,3
95,6922,4
19,283,2
95,4069,2
95,700,1
95,173,3
95,43,2
95,7640,4
95,185,1
95,159,1
19,93,3
19,409,3
90,8858,5
90,1259,5
90,417,4
90,185,5
90,27,1
90,25,3
90,3,3
90,19,4
90,28,3
90,22,3
90,46,4
90,159,5
90,1939,4
90,336,4
90,374,4
90,2742,3
90,2621,3
90,8999,4
90,7104,3
90,8193,4
35,3924,3
67,81,5
67,4607,3
67,670,4
67,654,3
67,490,4
67,829,3
41,27,4
41,3,5
41,25,4
41,22,4
41,28,4
41,19,4
41,15,3
41,12,2
41,116,5
41,29,4
41,61,3
41,24,4
41,114,4
41,67,5
101,8947,5
101,27,3
101,36,3
101,3086,3
101,9755,3
101,6161,4
101,149,4
101,1132,4
101,4069,3
101,15,3
101,787,3
101,95,3
101,1207,2
46,5375,4
46,636,3
46,8337,3
46,379,4
46,4069,5
46,2717,5
46,607,4
46,7640,4
46,484,4
46,61,5
46,6922,3
101,324,4
101,12,3
101,34,4
101,654,3
101,490,3
101,59,3
101,2381,3
101,3380,4
101,636,4
101,630,3
101,11,3
101,122,3
101,67,4
101,86,4
101,126,3
101,30,3
101,173,3
101,615,4
101,6773,5
101,5731,4
101,3914,4
101,4863,3
101,8456,3
101,5245,3
101,9461,4
101,7811,3
101,5375,3
101,4532,3
101,5793,4
101,8457,3
101,2028,4
101,607,4
101,1848,4
101,8153,4
101,5912,3
66,8806,5
66,285,1
66,197,5
101,4505,4
54,8883,2
54,715,3
54,362,1
54,161,1
101,6071,3
54,86,3
54,279,3
54,8947,5
71,84,3
27,226,4
27,132,4
27,3388,5
27,66,4
27,1134,4
27,324,4
27,398,4
27,737,4
27,49,4
27,2870,4
27,8819,4
27,1412,4
27,182,4
27,880,4
27,46,4
27,181,4
27,3086,3
27,2098,4
27,1715,4
27,265,5
27,9318,3
27,7252,4
27,3914,3
27,5793,3
27,8815,4
27,3220,4
27,495,4
27,2275,4
27,1300,4
27,7263,5
27,7875,4
27,2876,4
27,4673,4
27,3917,4
27,6065,4
75,316,4
16,944,5
90,36,3
90,469,5
90,9,4
90,120,2
90,33,4
30,5,4
30,2730,4
30,486,5
30,1107,4
30,6576,4
30,38,5
30,603,4
30,333,5
30,293,5
30,348,4
30,642,4
30,543,4
30,428,4
30,1581,4
30,2343,3
30,8612,3
30,4072,3
30,1522,4
30,2367,5
30,6821,3
30,1256,4
30,214,4
30,5387,5
30,1459,5
30,1187,4
30,1680,4
30,185,5
30,374,5
30,1374,5
30,578,5
30,104,4
30,6174,3
30,77,5
30,561,4
30,531,4
30,49,4
79,5866,4
79,178,3
79,1042,5
79,615,3
104,868,5
104,12,4
104,288,5
104,2861,5
104,398,4
101,1962,4
106,1554,5
106,5610,3
106,5296,3
106,3609,3
106,4657,3
106,3833,3
106,39,4
106,29,3
106,288,4
106,406,5
106,326,5
106,759,5
106,168,3
106,807,4
106,726,4
106,954,4
106,177,4
106,233,5
106,937,3
106,916,4
106,1054,4
106,489,5
106,169,4
106,613,3
106,375,5
106,6065,4
106,338,5
106,879,4
106,4511,4
55,123,4
109,93,4
109,12,5
109,212,3
109,128,4
35,361,4
35,44,4
35,60,5
25,282,3
25,7869,3
25,81,4
25,3401,4
25,4606,4
25,4984,4
25,1598,5
25,454,3
25,2758,3
25,326,4
55,112,4
55,1006,2
55,226,3
55,39,4
19,229,2
81,764,4
81,355,3
81,199,3
81,5,2
81,3157,3
81,3049,5
81,8356,3
90,935,5
59,630,2
59,44,3
59,6384,4
59,379,4
59,5731,3
101,9237,4
101,3050,4
101,6594,4
101,4476,4
101,479,3
101,163,4
101,4641,4
101,1114,4
101,181,4
113,4048,5
113,9769,5
113,571,4
113,399,4
113,373,5
113,517,5
113,6243,5
113,9543,5
113,5295,4
113,9534,5
113,796,5
113,3477,4
113,2285,5
114,4664,3
114,7648,5
104,2028,5
104,46,5
104,521,4
114,3498,5
114,1864,5
114,2609,5
114,1481,5
114,2960,5
114,8333,4
114,4195,5
114,6375,4
114,8086,4
114,7506,4
114,7982,4
114,3245,5
114,2784,3
114,3178,4
114,3649,5
114,2624,5
114,1858,5
114,5806,4
114,6369,4
114,7896,4
114,4713,4
114,3664,5
114,9534,5
114,9543,5
114,6243,5
114,5295,5
114,324,2
114,3709,2
114,355,4
114,5630,4
114,2509,4
114,764,5
114,6935,5
114,1643,5
114,6390,4
114,2810,4
114,3029,4
114,3838,4
114,2562,5
114,6676,3
114,573,3
114,1846,4
114,120,5
114,2342,3
114,2304,3
114,2551,3
114,2550,3
114,2091,3
114,2225,3
114,3511,3
114,1087,2
114,1554,3
114,3167,4
114,2912,4
114,5296,4
114,3609,2
114,4657,4
114,5093,4
114,3875,3
114,3833,2
114,2606,3
114,8399,3
114,43,5
114,3581,5
114,357,4
114,55,4
114,9309,5
114,3064,5
114,3827,5
114,5464,5
114,4651,5
114,4535,5
114,8039,4
114,181,5
114,1504,5
114,2275,5
114,2026,4
109,660,4
114,2407,2
114,497,2
114,2048,2
109,691,4
114,44,5
109,373,3
109,102,4
114,425,5
109,1844,2
114,3781,4
114,138,4
114,464,3
114,713,2
114,555,3
109,95,4
114,40,5
114,111,4
114,136,3
114,166,3
114,283,5
114,4441,4
114,2263,4
114,4045,4
114,6839,2
114,6080,3
114,77,5
114,172,4
114,1780,5
114,220,4
114,621,3
109,58,5
109,123,3
109,1300,3
109,1504,5
60,44,3
109,2275,4
109,3028,4
109,46,4
19,27,2
19,6,4
115,9,5
115,719,5
115,1433,5
115,95,5
116,9,5
116,6,5
116,14,4
116,102,4
116,56,3
116,33,3
116,59,4
116,93,2
116,494,4
116,6576,5
116,3583,3
116,516,5
116,95,5
116,1240,4
116,8296,3
116,2050,4
116,1591,2
116,2977,4
116,1826,4
116,4043,3
116,5492,3
116,729,4
116,4982,5
19,122,4
39,122,3
30,95,5
30,1240,4
30,2420,4
30,5700,4
101,5328,4
23,4886,5
101,4603,4
23,892,3
23,3645,4
23,952,3
23,1319,4
118,6161,5
118,179,5
118,5115,5
118,95,3
118,19,5
118,28,5
118,3,5
118,25,5
118,490,5
118,1358,5
55,250,5
55,95,4
55,8081,4
55,2547,3
19,12,3
101,2935,2
118,7807,5
118,81,5
118,593,4
118,479,3
87,6922,5
87,2976,5
87,3914,5
87,2927,4
87,8457,2
87,5793,2
87,178,3
87,1114,5
87,8947,5
91,151,4
91,114,3
91,373,4
115,15,5
19,2035,3
19,8586,4
19,7293,3
19,3598,3
117,4673,5
117,285,5
117,130,4
117,8806,4
117,1319,5
117,1445,5
117,1961,5
117,2345,4
117,4422,5
117,1572,4
117,4198,4
117,414,3
117,104,4
117,338,5
117,4607,2
117,1075,4
117,952,5
117,1125,5
117,1970,4
117,2260,5
117,425,5
117,477,4
117,256,1
117,174,4
117,1300,5
117,2026,4
124,6,4
124,27,5
124,5,3
124,59,3
124,33,4
124,65,5
124,112,3
124,101,2
124,46,4
87,710,4
87,484,4
87,56,4
87,12,5
87,15,5
87,935,5
87,8883,4
87,615,4
87,6161,4
87,2025,5
87,1625,3
87,7652,4
87,179,5
87,5731,5
87,5245,2
87,2028,3
87,8080,5
87,4603,2
87,214,4
87,6,4
117,7541,5
117,689,5
117,664,4
117,9791,5
117,1284,4
125,9,4
125,5,5
125,27,3
125,3,2
125,25,2
125,14,4
125,15,3
125,22,2
125,28,2
125,19,3
125,11,5
125,56,4
125,116,3
125,5375,4
125,298,4
125,2211,4
125,234,3
125,151,3
125,502,3
125,4770,5
125,36,5
125,29,3
125,114,4
125,600,4
125,752,5
125,1015,5
125,1369,4
125,1769,3
125,2555,5
125,2678,4
125,2945,3
125,3001,3
125,6145,3
125,2044,3
125,2272,3
125,185,5
125,374,4
125,336,4
125,417,4
125,159,4
125,1259,5
125,2742,4
125,6079,4
125,1411,4
125,1207,5
125,630,5
125,709,3
117,9580,4
126,95,4
126,9,5
126,59,4
126,27,4
126,3,4
126,25,5
126,22,4
126,28,4
126,12,5
126,56,4
126,34,5
126,33,3
126,663,5
126,379,4
126,5795,5
126,39,5
126,101,4
126,123,3
126,3003,3
126,1026,4
126,132,5
126,973,3
126,9112,4
126,355,5
126,764,4
126,4276,5
126,46,4
126,307,4
126,180,4
126,2253,3
126,3312,4
126,1715,4
126,119,4
126,81,5
64,132,3
64,5731,3
64,126,4
90,524,5
90,1100,3
87,7807,4
87,2717,2
87,2024,3
87,6773,5
87,636,3
87,561,3
87,273,4
87,3380,2
87,110,3
87,155,4
87,1915,4
87,277,5
87,2381,3
87,7040,4
87,201,4
87,149,3
87,6196,3
127,102,5
127,12,3
127,56,4
127,59,4
127,66,5
127,475,4
127,2799,5
127,551,4
127,1350,2
127,2616,4
127,218,4
127,2739,3
127,93,4
127,5496,3
127,1239,5
127,496,5
127,3093,4
127,6896,3
127,375,4
127,2322,3
127,1334,4
127,1103,4
127,239,4
127,6376,5
127,4621,4
127,4019,4
127,1225,4
127,190,5
127,10,1
127,212,2
127,46,4
127,1281,4
127,127,4
127,49,3
127,402,3
127,71,5
127,2898,3
127,761,3
127,128,2
127,970,2
127,591,5
127,265,4
127,689,4
127,517,3
127,114,5
127,61,3
127,373,4
129,187,5
129,5038,4
125,95,3
125,324,5
125,7328,4
129,41,3
129,3562,2
125,7267,3
125,607,4
125,33,3
125,457,4
125,3917,3
125,3049,3
125,957,5
130,427,5
115,163,3
125,561,4
125,8858,4
125,2621,2
125,7104,2
116,212,2
126,266,5
126,44,4
126,322,5
126,163,3
87,7811,4
87,7023,4
87,4532,5
87,5375,4
126,265,4
126,1256,5
126,220,5
126,195,3
126,139,3
126,155,5
126,2541,5
90,30,3
90,354,4
125,30,4
127,130,4
127,174,4
127,290,4
127,4097,4
127,85,4
125,181,3
126,128,3
126,399,4
126,58,3
136,9,3
136,27,4
136,3,2
136,14,3
136,15,3
136,56,2
136,33,3
136,40,5
136,166,1
136,111,4
136,136,5
136,409,4
126,1889,5
126,161,3
126,302,2
126,3845,5
116,6525,5
64,499,4
64,4486,3
123,23,1
123,5793,2
123,7023,3
123,4532,3
95,607,5
33,2476,4
25,5,4
25,16,4
25,373,4
136,29,2
116,302,4
116,139,3
116,155,4
116,128,3
116,9007,4
138,114,5
138,95,5
138,543,3
138,603,3
138,348,5
138,333,5
138,293,5
138,642,4
138,38,5
138,71,5
138,493,4
138,761,4
138,1647,5
138,1214,4
138,839,5
138,2565,4
138,2313,4
138,8879,3
138,1240,5
138,731,2
138,96,3
138,56,4
138,1581,3
138,716,4
138,44,3
138,449,4
138,7255,5
138,5208,5
138,1789,5
138,4484,5
138,6591,5
138,6921,5
138,6362,5
138,1011,5
138,9,3
138,15,5
138,29,3
137,102,4
137,6,4
137,9,4
137,1545,5
138,504,3
138,2537,3
138,6365,5
138,272,5
138,61,4
138,246,5
138,72,5
138,30,4
138,3,2
138,161,3
138,155,2
138,98,3
138,126,4
138,1179,3
138,715,4
138,91,3
138,37,4
138,336,3
138,417,2
138,19,4
138,104,4
138,10,4
138,414,5
138,27,3
138,146,3
87,654,4
87,324,4
87,486,5
87,9,4
87,66,4
87,1042,5
87,1997,3
87,3755,3
87,220,3
87,117,3
87,591,3
138,33,5
138,636,4
137,1122,5
136,372,3
136,1180,5
136,5382,2
136,634,5
136,694,4
136,661,4
136,488,2
136,85,5
136,3798,2
136,594,2
136,71,5
136,93,5
136,1432,4
136,342,2
